brewery_id,address
15194,"Springs Farm, Dodington Ash, Codrington, Chipping Sodbury, GB2, UK, BS37 6RX"
17310,"10-30 Hoveys Road, Barongarook, AU, 3429"
23701,"135 Murphys Rd, Flat Bush, NZ, 2016"
1922,"29 Sunday River Rd, Bethel, ME, US, 04217-4623"
19126,"8816 Gulf Court, Suite 100, Raleigh, NC, US, 27617"
10131,"Via San Martino Del Carso, 6, Manerbio, IT, 25025"
1767,"202 N Main St, Hailey, ID, US, 83333-8413"
13086,"Ikspiari 4F, Chef's Row, 1-4 Maihama, Chiba-ken Urayasu-shi, JP, 279-8529"
6801,"Wilhelm-Baur-Str. 3a, Karlsruhe, DE, 76135"
775,"12 Toft Green, Micklegate, York, GB2, UK"
17048,"230 Petaluma Ave, Sebastopol, CA, US, 95472-4222"
10836,"223 N Franklin St, Watkins Glen, NY, US, 14891"
1446,"113 North Hanover Street, Carlisle, PA, US, 17013"
7598,"Am Wederpark 5, Peine, DE, 31224"
5847,"Hauptstr. 24, Maisach, DE, 82216"
1538,"560 A Placerville Dr, Placerville, CA, US, 95667"
742,"509 7th St NW, Washington, DC, US, 20004-1600"
17960,"721 Desperado Ct, Sisters, OR, US, 97759"
23458,"Le Village, Saou, FR, 26400"
26753,"2408 Ownby Ln, Richmond, VA, US, 23220-1319"
26696,"C/ La Escuela 6, Oiardo Urkabustaiz, ES, 01449"
19928,"23 Hayward St., Ipswich, MA, US, 01938"
8508,"299 Union Place, Colombo, LK, 2"
27132,"Unit 7, Clare Terrace, Carterton, GB2, UK, OX18 3ES"
13239,"Private Bag 20, Nuku`alofa, TO"
13900,"1 Rhosmaen Street, Llandeilo, GB7, UK, SA19 6LU"
6225,"Marktplatz 23, Kösslarn, DE, 94149"
15193,"Home Farm, Brimstage Lane, Brimstage, Wirral, GB2, UK, CH63 6LY"
1353,"Unterhachinger Straße 76, München, DE, 81737"
17004,"The Watermill Inn, Ings Village, Near Windermere, Cumbria, Ings Village, GB2, UK, LA8 9PY"
4260,"Rue Restaumont 118, Ecaussinnes, BE, 7190"
4093,"Billrothstr. 17, Wien, AT, 1190"
4090,"Långgatan 20, Ystad, SE, 291 43"
10004,"128 Avenue René Cassin, La Motte-Servolex, FR, 73290"
15999,"Ruta 258, Km 123.900, El Bolson, AR, 8430"
13159,"Rue Basse 5, Frasnes-lez-Buissenal, BE, B7911"
2557,"64 South Terrace, Fremantle, AU, 6160"
13189,"Cragg Vale, Hebden Bridge, GB2, UK, HX7 5TT"
9099,"Ulitsa Releyeva 16, Chelyabinsk, RU, 454087"
48,"Lindenlaan 25, Ertvelde, BE, 9940"
654,"Lierput 1, Asse-Kobbegem, BE, 1730"
13065,"418 N Salsipuedes St, Santa Barbara, CA, US, 93103"
215,"Route de Charlemagne 8, Baileux, BE, 6464"
1628,"62 Jobs Ln, Southampton, NY, US, 11968"
91,", Bangalore, IN"
1730,"Dubovac 22, Karlovac, HR, 47000"
1141,"29 Av Laurier O, Montréal, QC, CA, H2T 2N2"
6678,"Lebuser Chaussee 3, Frankfurt/Oder, DE, 15234"
23409,"Obergath 68 - 112, North Rhine-Westphalia, Krefeld, DE, 47805"
5798,"Uffenheimer Str. 17, Ochsenfurt, DE, 97199"
14822,"Am Bach 3, Gräfenberg, DE, 91322"
2796,"Platanendreef 16, Waregem, BE, 8790"
572,"185 Milton Rd, Milton, AU, QLD 4064"
3042,"3155 Chandler Blvd, Chandler, AZ, US, 85226-5175"
702,"840 Seneca St, Buffalo, NY, US, 14210"
3065,"Box 224, Pilgrimscenter, Östersund, SE, 831 23"
14598,"3-26004 Fraser Hwy, Aldergrove, BC, CA, V4W 3V7"
9863,"834 11 Ave SW, Calgary, AB, CA, T2R 0E5"
25957,"1947 W 25th Street, Cleveland, OH, US, 44113"
19089,"11 Chemin Des Quarts, Les Basses Fontaines -, Les Verchers-sur-Layon, FR, 49700"
22771,"Via Palladio 6, Frazione Cascina Croce, Cornaredo, IT, 20010"
357,"175 Amity Rd, Woodbridge, CT, US, 06525-2201"
607,"14 Kiel Ave, Butler, NJ, US, 07405"
6928,"211 E Trinity Pl, Decatur, GA, US, 30030"
780,"1441 Cartwright St, Vancouver, BC, CA, V6H 3R7"
68,"4607 Wedgewood Blvd, Frederick, MD, US, 21703"
16914,"Marlener Str. 9, Baden-Württemberg, Offenburg, DE, 77656"
5727,"Brückenstr. 9, Höchstadt, DE, 91315"
12243,"Via Case Dipinte 6/8, Pisa, IT, 56100"
15504,"444 Preston Ave., Waitsburg, WA, US, 99361"
9592,"Loc. Quote Barile, Maida, IT, 88020"
692,"28 Monroe Street, Ellicottville, NY, US, 14731"
9750,"1197-18 Shirahama-cho, Wakayama-ken Nishimuro-gun, JP, 649-2211"
23698,"5733 Pacific Avenue, Stockton, CA, US, 95207"
13030,"Rossendale Brewery, 84 Hud Rake, Haslingden, GB2, UK, BB4 5AF"
3593,"Craft Units 3and4, Chasewater County Park, Pool Road, Brownhills, GB2, UK"
5830,"Bräuhausplatz 3, Passau, DE, 94034"
9385,"Chinggis Avenue-14, Khan-Uul Duureg, Ulaanbaatar, MN, 17040"
16813,"800 E 16th St, Tucson, AZ, US, 85719-6603"
24679,"2707 W Eisenhower Blvd Unit 9, Loveland, CO, US, 80537"
1879,"1149 Marginal Rd, Halifax, NS, CA, B3H 4P7"
9056,"Bulvar Bozhenka 87, Kiev, UA, 04073"
12431,"Kaiserstr. 170-174, St. Ingbert, DE, 66386"
5367,"Calle Cobre Entre Av. Rio Daule Y. Av. Pascuales, Guayaquil, EC, 34039"
26770,"1 Arihoro-Cho, Hokkaido Otaru-shi, JP, 047-0006"
23953,"Av. Rio Da Pedras, 104, Piracicaba - SP, BR"
23605,"Herrmannsdorf 7, Glonn, DE, 85625"
8540,"131 Callahan Street, Etna, CA, US, 96027"
846,"100 Blvd Alfonso Valdés, Mayaguez, PR, 00680-6490"
10215,"R. Cèl. Aristides 280, Porto Alegre - RS, BR, 91440-020"
15584,"Ul., Viniand#269;ka B.b, BA, 77000"
27116,"12 Avenue Des Frères Montgolfier, Lons-le-Saunier, FR, 64140"
27119,"915 Toole Ave, Missoula, MT, US, 59802-2625"
13818,"Universalniy Proyezd 11, Lipetsk, RU, 398032"
13989,"306 W. State Street, Geneva, IL, US, 60134-2103"
21778,"Gunnar Clausens Vej 26, Viby, DK, 8260"
10485,"147 Julius St, Pittsburgh, PA, US, 15206"
4973,"3-1-4 Omachi,, Kanagawa-ken Kamakura-shi, JP, 248-007"
24623,"Calle Puerto 48, Toledo, ES, 45006"
18563,"1900 Tower Dr W, Stillwater, MN, US, 55082"
4375,"2206 Dewdney Ave, Regina, SK, CA, S4R 1H3"
4051,"18 Lake Mary Rd, Mammoth Lakes, CA, US, 93546"
5188,"128 West Main Street, West Dundee, IL, US, 60118"
6056,"Am Buchauer Berg 8-10, Pegnitz, DE, 91257"
10245,"10, Rue De Drucy, Trumilly, FR, 60800"
841,"Rue du Maréchal 1, Pipaix-Leuze, BE, 7904"
11127,"17 Little Pier St, Darling Harbour, AU, NSW 2000"
2946,"105 South Second St, Mount Horeb, WI, US, 53572"
1033,"320 Peachtree St, Atlanta, GA, US, 30308"
16196,"Vieux-Collège 7, Prilly, CH, 1008"
5077,"2190 Main St., Baker City, OR, US, 97814"
11080,"Tarporley, Cheshire, GB2, UK, CW6 0NQ"
24014,"PO Box 604, Sydney, Balmain, AU, 2041"
9860,"Nash Lee Road, Terrick, Aylesbury, GB2, UK, HP17 0TQ"
24372,"Holzgasse 37 - 39, Siegburg, DE, 53721"
26645,"3174 Old Philadelphia Pike, Bird-in-Hand, PA, US, 17505"
881,"3300 E Flamingo Rd Ste 17, Las Vegas, NV, US, 89121-4398"
1394,"404 South Third Street, Mount Vernon, WA, US, 98273"
18796,"50 Rue Wellington, Sherbrooke, QC, CA, J1H 5B7"
19378,"980 Kruse Way, Springfield, OR, US, 97477"
6795,"Leopoldstr. 40, Sigmaringen, DE, 72488"
21597,"Viale Matteotti, 11, Bresso, IT, 20091"
1333,"363 Webster St, Saint Paul, MN, US, 55102"
11142,"Ulitsa Svetlanskaya 115, Владивосто́к, RU, 690000"
5562,"Neuenheimer Landstraße 5, Heidelberg, DE, 69120"
25893,"Tlachco 19, Santuarios Del Cerrito, Corregidora, 76900, Queretaro, MX"
19691,"An Der Steige 2, Oberaurach-Trossenfurt, DE, 97514"
35,"30 Germania St, Jamaica Plain, MA, US, 02130-2315"
83,"Stoopkensstraat 46, Hoegaarden, BE, 3320"
4980,"611 N Pine St, Tacoma, WA, US, 98406"
894,"Fruängsgatan 2, Nyköping, SE, 611 31"
2444,"Rua Maria Coelho Aguiar, 215, Bloco F 6ºan, São Paulo - SP, BR, 05804-900"
6907,"Unit 3 Magpie Works, Station Approach, Four Marks, Hampshire, GB2, UK, GU34 5HN"
426,"The e-Centre, Cooperage Way Business Village, Alloa, GB6, UK"
6880,"The Brewery, Tavistock Road,, Princetown, Devon, GB2, UK, PL20 6QF"
13337,"Carr. 887 Km. 9.6, Parque Industrial Julio N. Matos,  Lote , Carolina, PR, 00985"
1916,"602 Myrtle St, Missoula, MT, US, 59801-2704"
15280,"237 Joseph Campau, Detroit, MI, US, 48207"
2150,"Knowle Spring Brewery, Queens Road, Keighley, GB2, UK, BD21 1AW"
14678,"Av. Poder Popular 264, Beira, MZ, C.P. 07"
4258,"Maison 5, Kalborn, LU, 9757"
6488,"Derby  Brewery, Empire Street, Cheetham, Manchester, GB2, UK, M3 1JD"
25909,"Unit 3, Low Mill Business Park, Ulverston, GB2, UK, LA12 9EE"
22200,"72 Shrewsbury St, Worcester, MA, US, 01604-4625"
9726,"10180 chemin Sainte-Margeurite, Trois-Rivieres, QC, CA, G9B 6M2"
18848,"Los Pesoules, Algans, FR, 81470"
26632,"23, Rue De L'Ill, Matzenheim, FR, 67150"
26646,"2/175 Princes Highway, South Nowra, AU, 2541"
6571,"19 Route De Duclair, Canteleu-Rouen, FR, 76380"
7673,"Rue De La Boignée 19, Tongrinne, BE, 5140"
26697,"Petru Albu 20, Ritisevo, RS"
18368,"711 Pleasant Grove Blvd, Roseville, CA, US"
10288,"Rodovia PR 445 - 17000, Londrina - PR, BR, 86010-980"
13278,"39-1 Sekido Okuse, Aomori-ken Towada-shi, JP, 034-0301"
13236,"15133 56 Ave, Surrey, BC, CA, V3S 9A5"
3865,"3500 Emerson Ave, Parkersburg, WV, US, 26104-1806"
25256,"10082 San Pablo Ave, El Cerrito, CA, US, 94530-3927"
7891,"Balaklavskiy Prospekt 28B, Moscow, RU, 105043"
3552,"20 Keihoku, Syusan, Kitakawada-gun, Kyoto-fu Kyoto-shi, JP, 601-0251"
12864,"The Coutryard, Elveden Estate, Thetford, GB2, UK, IP24 3TA"
8213,"4245 Rochdale Blvd, Regina, SK, CA, S4X 4R3"
19145,"89 Rue Bellocier, Sens, FR, 89100"
16353,"2944 SE Powell Blvd, Portland, OR, US, 97202"
781,"5775 Turner Rd, Nanaimo, BC, CA, V9T 6L8"
164,"6 Cliffe High Street, Lewes, GB2, UK"
306,"13th and Ford St, Golden, CO, US, 80401"
447,"10635 Santa Monica Blvd, Los Angeles, CA, US, 90025"
627,"Corner Turamaha and Herbert Streets, Greymouth, NZ, 7805"
1805,"632 Laporte Rd, Morrisville, VT, US, 05661-8322"
207,"Rue de l'Abbaye 8, Rochefort, BE, 5580"
19127,"3057 N Rockwell Ave, Chicago, IL, US, 60618"
294,"Main St, Cropton, GB2, UK, YO18 8HH"
11434,"Route De Montpon 24610, Villefranche De Lonchat, FR, 24610"
4285,"Potterstraat 10, Sint Pauwels, BE, 9170"
786,"2617 Water Street, Stevens Point, WI, US, 54481-5248"
665,"St. Francis Abbey Brewery, Parliament St, Kilkenny, IE"
1168,"781 Old Hwy 8 SW, New Brighton, MN, US, 55112"
15898,"141 Walker St, Level 6, c/o Bedford Ti, Sydney, AU, NSW 2060"
3900,"Augsburger Straße 41, Fürstenfeldbruck, DE, 82256"
619,"2565 N Highway 14, Inyokern, CA, US, 93527-2700"
434,"Rua Barão do Rio Branco, 4188, Bairro Vila industrial, Toledo, BR, 97000"
19139,"9 Avenue Marcel Pagnol, Graulhet, FR, 81300"
14064,"13415 Sierra Way, Kernville, CA, US, 93238"
4261,"Rue Du Castel, 19, Irchonwelz, BE, 7801"
10453,"South Houghton, Heddon On The Wall, Northumberland, GB2, UK, NE15 0EZ"
500,"Brouwerijweg 1, Paramaribo, SR"
